year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2021,Nissan,Sentra,33919.0,Sedan,CVT,FWD,white,gray,5,4,gasoline,26995.0,8.0,6.0,2.0,4.0,Inline,1
2022,Volvo,V90,11164.0,Wagon,Automatic,4X4,gray,black,5,4,gasoline,76980.0,10.8,8.7,2.4,4.0,Inline,1
2023,Ford,Mustang,250.0,Coupe,Automatic,RWD,black,black,4,2,gasoline,72644.0,15.75,9.9,5.0,8.0,V-Engine,1
2020,Volkswagen,Jetta,54381.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,29990.0,7.8,5.9,1.4,4.0,Other,1
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37876.0,9.8,7.9,2.4,4.0,Inline,1
2019,Volkswagen,Tiguan,64507.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,24990.0,11.1,8.1,2.4,4.0,Inline,1
2022,Hyundai,IONIQ,16471.0,SUV,Automatic,4X4,gray,gray,5,4,electric,64995.0,0.0,8.7,0.0,0.0,Electric,1
2019,Audi,A7,43500.0,Hatchback,Automatic,4X4,silver,black,5,4,hybrid,71500.0,10.8,8.7,2.4,6.0,V-Engine,1
2007,Honda,Civic,182000.0,Sedan,Automatic,FWD,white,gray,5,4,gasoline,7295.0,8.2,5.7,2.4,4.0,Inline,2
2003,Jaguar,XK,187451.0,Coupe,Automatic,RWD,other,beige,4,2,gasoline,11899.2,13.3,8.4,2.4,8.0,Inline,2
2012,MINI,Cooper,147768.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,9019.2,6.8,5.3,2.4,4.0,Inline,2
2017,Chevrolet,Bolt,100000.0,Hatchback,Automatic,FWD,white,gray,5,4,electric,32450.0,0.0,8.7,2.4,0.0,Electric,1
2011,Subaru,Forester,63222.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,17695.0,9.9,7.5,2.5,4.0,Inline,1
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,78229.0,10.8,8.7,2.0,4.0,Inline,1
2013,Hyundai,Elantra,185866.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,7490.0,7.6,5.3,2.4,4.0,Inline,2
2010,Hyundai,Santa,275000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,2
2022,Ford,Bronco,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47528.0,9.3,8.4,1.5,4.0,Other,1
2023,Chevrolet,Silverado,0.0,Truck,Automatic,4X4,white,black,5,2,gasoline,64753.0,12.9,11.5,2.7,4.0,Inline,1
2023,Audi,A3,90.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,54993.0,10.8,8.7,2.0,4.0,Inline,1
2016,Nissan,Pathfinder,118000.0,SUV,CVT,4X4,black,black,7,4,gasoline,19995.0,12.399999999999999,8.95,2.4,6.0,V-Engine,2
2023,Jeep,Wrangler,13.0,SUV,Automatic,4X4,white,black,5,4,hybrid,69530.0,10.8,8.7,0.0,0.0,Electric,1
2023,Honda,CR-V,3468.0,SUV,CVT,4X4,black,black,5,4,gasoline,45338.0,9.1,7.6,1.5,4.0,Inline,1
2020,Mazda,CX-3,52650.0,SUV,Automatic,4X4,white,black,5,4,gasoline,28388.0,8.6,7.4,2.4,4.0,Inline,2
2023,Jeep,Gladiator,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,72905.0,14.0,10.55,2.4,6.0,V-Engine,1
2016,GMC,Yukon,127750.0,SUV,Automatic,4X4,black,black,5,4,gasoline,32413.800000000003,10.8,8.7,2.4,8.0,Inline,2
2014,Hyundai,Elantra,174283.0,Sedan,Automatic,FWD,gray,gray,5,4,gasoline,9749.1,7.449999999999999,5.25,2.4,4.0,Inline,1
2015,Nissan,Murano,86121.0,SUV,Automatic,FWD,metallic,black,5,4,gasoline,18389.0,11.0,8.2,2.4,6.0,V-Engine,1
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,80797.0,10.8,8.7,2.0,4.0,Inline,1
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,white,black,5,4,gasoline,72998.0,10.8,8.7,2.0,4.0,Inline,1
2016,Dodge,Grand,176000.0,Van,Automatic,FWD,black,black,7,4,gasoline,5359.8,13.7,9.4,3.6,4.0,Other,2
2018,Honda,Fit,144315.0,Hatchback,CVT,FWD,black,black,5,4,gasoline,12899.28,10.8,8.7,1.5,4.0,Inline,2
2023,Jeep,Wrangler,90.0,SUV,Automatic,4X4,other,black,5,4,gasoline,57490.0,13.350000000000001,10.149999999999999,3.6,6.0,V-Engine,1
2023,Jeep,Grand,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,71820.0,12.3,9.2,2.4,6.0,V-Engine,1
2023,Chevrolet,Silverado,1.0,Truck,Automatic,4X4,white,black,5,2,diesel,70583.0,11.1,10.2,3.0,6.0,Inline,1
2023,Volvo,XC60,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,76385.0,10.8,8.7,2.4,4.0,Inline,1
2020,Ford,Explorer,85256.0,SUV,Automatic,4X4,black,black,7,4,gasoline,39642.0,11.6,8.7,2.3,4.0,Inline,2
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,black,black,5,4,diesel,86618.0,10.899999999999999,9.45,3.0,6.0,Inline,1
2021,Honda,Civic,34186.0,Sedan,CVT,FWD,red,black,5,4,gasoline,24649.1,7.9,6.1,2.0,4.0,Inline,1
2018,Porsche,911,16912.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,249900.0,10.8,8.7,2.4,6.0,Inline,1
2013,Buick,Encore,83000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,11450.0,10.8,8.7,2.4,4.0,Inline,2
2019,Audi,Q5,40157.0,SUV,Automatic,4X4,black,beige,5,4,gasoline,40901.0,10.9,8.7,2.4,4.0,Inline,1
2015,BMW,4,128500.0,Coupe,Automatic,4X4,white,red,5,4,gasoline,19888.0,10.6,7.2,2.4,4.0,Inline,2
2023,BMW,530e,90.0,Sedan,Automatic,4X4,black,black,5,4,hybrid,79025.0,10.5,8.4,2.0,4.0,Inline,1
2019,Ford,Escape,57279.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,25898.0,11.2,8.4,2.4,4.0,Inline,1
2019,Tesla,Model,91544.0,Sedan,Automatic,RWD,black,black,5,4,electric,47495.0,0.0,8.7,0.0,0.0,Electric,2
2020,Nissan,Rogue,57000.0,SUV,CVT,4X4,black,black,5,4,gasoline,29400.0,9.6,7.5,2.4,4.0,Inline,2
2017,Porsche,Macan,71184.0,SUV,Automatic,4X4,black,black,5,4,gasoline,56300.0,13.8,10.3,2.4,6.0,Inline,1
2020,Hyundai,Santa,134000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,17845.95,11.3,8.8,2.4,4.0,Inline,2
2021,Hyundai,Tucson,71665.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499.0,10.8,9.2,2.4,4.0,Inline,2
2013,BMW,3,137586.0,Sedan,Automatic,4X4,black,white,5,4,gasoline,14720.75,9.6,6.3,2.4,6.0,Inline,3
2019,Mercedes-Benz,AMG,31952.0,SUV,Automatic,4X4,metallic,black,7,4,gasoline,109955.0,17.8,13.2,2.4,8.0,Inline,1
2023,Volkswagen,Atlas,8995.0,SUV,Automatic,4X4,black,black,5,4,gasoline,61128.0,13.1,10.0,2.4,6.0,V-Engine,1
2020,Subaru,Impreza,45044.0,Hatchback,CVT,4X4,gray,black,5,4,gasoline,29985.0,8.4,6.6,2.4,4.0,Inline,1
2003,Porsche,911,21719.0,Coupe,Manual,RWD,gray,black,4,2,gasoline,63888.0,13.45,9.6,2.4,6.0,Inline,2
2023,Maserati,Levante,95.0,SUV,Automatic,4X4,white,brown,5,2,gasoline,125602.0,14.7,10.7,3.0,6.0,Inline,1
2021,Jeep,Wrangler,24819.0,SUV,Automatic,4X4,red,black,5,4,gasoline,45995.0,11.5,10.0,2.4,4.0,Inline,2
2023,Hyundai,Tucson,4778.0,SUV,Automatic,4X4,white,black,5,4,gasoline,38965.0,10.1,8.3,2.4,4.0,Inline,1
2010,Jaguar,XF,90.0,Sedan,Automatic,RWD,other,brown,5,4,gasoline,3500.0,13.1,8.2,5.0,4.0,Other,2
2019,Infiniti,QX60,69845.0,SUV,CVT,4X4,black,black,5,4,gasoline,32588.0,12.5,9.0,3.5,6.0,Inline,1
2000,Mercedes-Benz,CLK-Class,42000.0,Coupe,Automatic,RWD,black,black,5,2,gasoline,15020.0,12.8,8.8,2.4,8.0,V-Engine,1
2019,Mercedes-Benz,GLC,60973.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,52388.0,12.5,9.6,3.0,4.0,Other,2
2019,Audi,A5,69375.0,Coupe,Automatic,4X4,black,black,4,2,gasoline,35700.0,10.0,7.0,2.4,4.0,Inline,1
2011,Audi,Q5,138592.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11325.0,11.5,9.0,2.4,6.0,V-Engine,3
2017,BMW,340i,58702.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,42499.0,11.4,7.8,2.4,6.0,Inline,2
2016,Dodge,Charger,241000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,500.0,16.1,10.0,2.4,8.0,Inline,4
2019,Kia,Sorento,49680.0,SUV,Automatic,4X4,black,black,5,4,gasoline,27995.0,11.2,9.0,2.4,4.0,Inline,1
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,46925.0,10.6,8.0,2.4,4.0,Inline,1
2017,Cadillac,CT6,34709.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,43900.0,9.1,13.0,3.0,6.0,Inline,1
2020,Ford,Mustang,25964.0,Convertible,Automatic,RWD,black,black,4,2,gasoline,55988.0,15.4,9.7,5.0,8.0,Inline,1
2020,Nissan,Pathfinder,119665.0,SUV,CVT,4X4,white,gray,7,4,gasoline,19491.358,12.1,8.9,2.4,6.0,V-Engine,3
2019,Kia,Niro,22016.0,Wagon,Automatic,FWD,white,black,5,4,hybrid,37998.0,4.9,5.3,0.0,0.0,Electric,1
2023,Ford,Edge,10.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,57569.0,11.5,8.4,2.4,4.0,Inline,1
2022,Ford,Bronco,0.0,SUV,Automatic,4X4,green,black,5,4,gasoline,60044.0,13.5,12.5,2.3,4.0,Other,1
2022,Jeep,Grand,18.0,SUV,Automatic,4X4,white,black,5,4,gasoline,78325.0,13.0,9.4,3.6,6.0,V-Engine,1
2018,Hyundai,Accent,16000.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,18995.0,10.8,8.7,2.4,4.0,Inline,1
2022,Dodge,Charger,0.0,Sedan,Automatic,4X4,other,black,5,4,gasoline,54995.0,12.8,8.7,2.4,6.0,V-Engine,1
2015,Kia,Forte,94700.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,11541.0,9.05,6.199999999999999,1.8,4.0,Other,2
2022,Tesla,Model,118.0,Sedan,Automatic,4X4,white,black,5,4,electric,70995.0,0.0,8.7,0.0,0.0,Electric,1
2012,Honda,Civic,206415.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,9499.0,10.8,8.7,2.4,4.0,Inline,2
2021,Hyundai,Tucson,23133.0,SUV,Automatic,FWD,white,black,5,4,gasoline,28999.0,10.0,7.9,2.4,4.0,Inline,1
2011,Volkswagen,Golf,240943.0,Hatchback,Manual,FWD,blue,black,5,4,gasoline,1509.115,9.9,6.2,2.4,5.0,Inline,3
2013,Honda,Civic,254911.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,500.0,7.2,5.0,1.8,4.0,Inline,3
2008,Hummer,H2,99456.0,SUV,Automatic,4X4,black,black,5,4,gasoline,52820.0,10.8,8.7,2.4,8.0,Inline,1
2014,Mazda,Mazda3,165650.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,12880.0,10.8,8.7,2.5,4.0,Other,2
2017,Nissan,Rogue,76208.0,SUV,CVT,4X4,black,black,5,4,gasoline,22388.0,9.6,7.4,2.5,4.0,Inline,1
2012,Fiat,500,147000.0,Convertible,Automatic,FWD,red,red,4,2,gasoline,8300.0,7.050000000000001,5.4,2.4,4.0,Inline,2
2021,Volvo,XC60,29466.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49999.0,10.8,8.7,2.4,4.0,Inline,1
2023,Chevrolet,Silverado,17.0,Truck,Automatic,4X4,white,black,5,4,diesel,67423.0,14.8,11.8,5.3,8.0,Inline,1
2014,Dodge,Journey,215000.0,SUV,Automatic,FWD,white,black,5,4,gasoline,5199.1,11.2,7.7,2.4,4.0,Inline,2
2023,Nissan,Rogue,10995.0,SUV,CVT,4X4,metallic,gray,5,4,gasoline,42843.0,8.4,6.8,1.5,4.0,Other,1
2018,Honda,Civic,11000.0,Hatchback,Manual,FWD,white,black,5,4,gasoline,51999.0,10.8,8.7,2.4,4.0,Inline,1
2022,Ford,F-150,5058.0,Truck,Automatic,4X4,gray,gray,5,4,electric,124999.0,0.0,8.7,0.0,0.0,Electric,1
2021,Jeep,Grand,41300.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,47995.0,12.7,9.6,3.6,6.0,V-Engine,1
2018,Audi,RS,71800.0,Coupe,Automatic,4X4,black,black,4,2,gasoline,65400.0,10.8,8.7,2.9,6.0,V-Engine,1
2022,Ford,F-150,18.0,Truck,Automatic,4X4,black,black,5,4,gasoline,57999.0,14.8,10.9,2.4,8.0,Inline,1
2023,Nissan,Pathfinder,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,56290.0,11.6,9.2,2.4,6.0,V-Engine,1
2019,Honda,CR-V,84541.0,SUV,CVT,4X4,blue,black,5,4,gasoline,28390.0,8.7,7.2,2.4,4.0,Inline,2
2020,BMW,330i,45500.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,41888.0,9.5,6.9,2.4,4.0,Inline,1
2009,Ford,Escape,140378.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,9888.0,12.1,8.3,3.0,6.0,Inline,2
2021,Ford,Transit,66551.0,SUV,Automatic,4X4,white,black,5,4,gasoline,69800.0,10.8,8.7,2.4,4.0,Inline,1
2021,Mazda,CX-5,21500.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,39588.0,10.8,8.7,2.5,4.0,Inline,1
2023,Hyundai,Elantra,1731.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,29990.0,7.6,5.7,2.0,4.0,Other,1
2013,Nissan,Juke,130328.0,SUV,Automatic,FWD,yellow,black,5,4,gasoline,10450.0,10.8,8.7,2.4,4.0,Inline,2
2020,Maserati,Levante,26654.0,SUV,Automatic,4X4,white,red,5,4,gasoline,75888.0,15.7,11.2,3.0,4.0,Other,1
2023,Chevrolet,Equinox,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42073.0,9.9,7.9,1.5,4.0,Inline,1
2023,Ford,F-150,15.0,Truck,Automatic,4X4,black,black,5,4,hybrid,79316.0,9.8,9.7,3.5,6.0,Hybrid,1
2022,Ford,F-150,0.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,62005.0,12.8,10.0,2.7,4.0,Other,1
2021,Hyundai,Kona,21656.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,35890.0,9.0,8.0,2.4,4.0,Inline,1
2022,Volkswagen,Atlas,8992.0,SUV,Automatic,FWD,white,black,5,4,gasoline,53998.0,13.8,10.2,3.6,4.0,Other,1
2020,Buick,Envision,28226.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,25995.0,11.7,9.4,2.0,4.0,Other,1
2021,Honda,Passport,22384.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42976.0,12.5,9.8,2.4,6.0,V-Engine,1
2020,Porsche,Taycan,9162.0,Sedan,Automatic,4X4,white,red,5,4,electric,145900.0,0.0,8.7,0.0,0.0,Electric,1
2019,Tesla,Model,107082.0,Sedan,Automatic,RWD,silver,black,5,4,electric,42095.0,0.0,8.7,0.0,0.0,Electric,2
2023,Audi,A4,1500.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,54281.0,10.8,8.7,2.0,4.0,Inline,1
2016,Hyundai,Sonata,166748.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,8221.625,9.8,6.7,2.4,4.0,Inline,2
2016,Porsche,Cayenne,99406.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,22091.1,12.9,9.7,3.6,6.0,Inline,3
2023,Jeep,WRANGLER,3560.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,56979.0,11.5,9.9,2.4,4.0,Inline,1
2023,Volvo,C40,50.0,SUV,Automatic,4X4,white,gray,5,4,electric,80159.0,0.0,8.7,0.0,0.0,Electric,1
2014,GMC,Terrain,175200.0,SUV,Automatic,FWD,other,black,5,4,gasoline,5757.5,10.8,8.7,2.4,4.0,Inline,3
2023,Volvo,XC60,1008.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,71529.0,10.8,8.7,2.0,4.0,Inline,1
2023,Kia,Seltos,125.0,SUV,CVT,4X4,black,black,5,4,gasoline,29745.0,10.8,8.7,2.4,4.0,Inline,1
2023,Nissan,Pathfinder,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,55790.0,11.6,9.2,2.4,6.0,V-Engine,1
2011,Subaru,Legacy,157000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,5800.0,10.8,8.7,2.4,4.0,Inline,3
2020,Mazda,CX-9,89000.0,SUV,Automatic,4X4,white,black,6,4,gasoline,27529.5,11.6,9.1,2.4,4.0,Inline,2
2020,Infiniti,QX60,108851.0,SUV,CVT,4X4,black,black,5,4,gasoline,26749.2,12.5,9.0,3.5,6.0,Inline,2
2023,Ford,F-150,20.0,Truck,Automatic,4X4,white,gray,5,4,gasoline,57570.0,12.5,10.7,3.3,4.0,Other,1
2023,Jeep,Gladiator,21.0,Truck,Manual,4X4,red,black,5,4,gasoline,62920.0,14.0,10.55,3.6,6.0,V-Engine,1
2018,BMW,X5,75620.0,SUV,Automatic,4X4,black,black,5,2,gasoline,46209.0,13.0,9.8,3.0,6.0,Inline,1
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59980.0,10.8,8.7,2.4,6.0,V-Engine,1
2017,Hyundai,Elantra,175356.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,5799.3625,8.7,6.5,2.4,4.0,Inline,3
2019,Ford,F-150,61000.0,Truck,Automatic,4X4,white,gray,5,4,gasoline,35400.0,10.8,8.7,2.4,6.0,V-Engine,1
2018,Porsche,Macan,69000.0,SUV,Automatic,4X4,black,black,2,4,gasoline,42878.0,11.6,9.3,2.4,4.0,Inline,2
2009,Ford,Ranger,187276.0,Truck,Automatic,FWD,white,black,5,4,gasoline,6224.15,10.8,8.7,2.4,4.0,Inline,3
2019,Volkswagen,Jetta,119468.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,19100.5,7.8,5.9,1.4,4.0,Inline,2
2016,Honda,CR-V,135031.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,14277.9,9.5,7.5,2.4,4.0,Inline,2
2017,Chevrolet,Volt,127000.0,Hatchback,Automatic,RWD,black,black,5,4,hybrid,15597.3,10.8,8.7,2.4,4.0,Inline,2
2022,Dodge,Charger,1111.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,53385.0,14.7,9.4,2.4,8.0,Inline,1
2020,Porsche,718,5500.0,Convertible,Manual,RWD,red,black,2,2,gasoline,168500.0,14.3,10.4,2.4,6.0,Inline,1
2023,Mercedes-Benz,CLA250,90.0,Coupe,Automatic,4X4,silver,black,5,4,gasoline,62525.0,9.8,7.0,2.4,4.0,Inline,1
2011,Chevrolet,Cruze,204203.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,500.0,8.5,5.5,2.4,4.0,Inline,2
2007,Chevrolet,HHR,139450.0,Hatchback,Automatic,FWD,silver,black,5,4,gasoline,3895.5,10.4,7.0,2.4,4.0,Inline,2
2015,Volkswagen,Touareg,151000.0,SUV,Automatic,4X4,other,black,5,4,gasoline,12600.0,10.8,8.7,2.4,4.0,Inline,3
2016,Chevrolet,Cruze,172168.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,4796.625,9.05,6.25,1.4,4.0,Inline,2
2016,Subaru,4,94000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,21999.0,10.8,8.7,2.4,4.0,Inline,1
2011,Honda,Odyssey,300000.0,Van,Automatic,FWD,blue,beige,8,4,gasoline,500.0,11.7,7.2,2.4,6.0,V-Engine,3
2020,Hyundai,Kona,33148.0,SUV,Automatic,FWD,silver,black,5,2,gasoline,21499.0,8.6,7.0,2.0,4.0,Other,1
2019,Tesla,Model,74358.0,SUV,Automatic,4X4,black,black,5,4,electric,78500.0,0.0,8.7,2.4,0.0,Electric,1
2022,Ford,Bronco,69.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,47754.0,9.3,8.4,1.5,4.0,Other,1
2021,Hyundai,Elantra,23044.0,Sedan,CVT,FWD,white,black,5,4,gasoline,27399.0,7.5,5.7,2.0,4.0,Inline,1
2018,Infiniti,Q60,62504.0,Coupe,Automatic,4X4,black,black,5,4,gasoline,36888.0,12.3,8.6,3.0,6.0,Inline,1
2019,Ford,Escape,37085.0,SUV,Automatic,FWD,other,black,5,4,gasoline,27224.0,10.2,7.8,2.4,4.0,Inline,1
2020,Volkswagen,Tiguan,46013.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499.0,11.5,8.7,2.4,4.0,Inline,1
2020,Mazda,CX-5,64109.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,28990.0,9.8,7.9,2.4,4.0,Inline,1
2019,BMW,X5,34086.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,73995.0,11.7,9.1,2.4,6.0,Inline,1
2023,Jeep,Cherokee,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57675.0,11.8,9.2,2.4,4.0,Inline,1
2021,Chevrolet,Camaro,93408.0,Coupe,Manual,RWD,black,black,5,2,gasoline,36009.085,14.75,9.4,6.2,8.0,Inline,3
2019,MINI,Countryman,59237.0,SUV,Automatic,4X4,white,black,5,4,gasoline,29490.0,10.3,7.9,2.4,3.0,Inline,1
2020,Volkswagen,Tiguan,40270.0,SUV,Automatic,4X4,orange,black,5,4,gasoline,31795.0,11.5,8.7,2.4,4.0,Inline,1
2023,Honda,Civic,29.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,37990.0,7.7,6.3,1.5,4.0,Other,1
2022,Kia,Stinger,32110.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,50888.0,13.7,9.6,3.3,6.0,Inline,1
2018,Mazda,CX-9,149056.0,SUV,Automatic,4X4,white,black,5,4,gasoline,23637.25,11.5,8.9,2.5,4.0,V-Engine,3
2016,Mercedes-Benz,GLE,112000.0,SUV,Automatic,4X4,silver,black,5,4,diesel,33450.0,10.1,8.0,3.0,6.0,V-Engine,2
2018,Hyundai,Elantra,120000.0,Sedan,Automatic,FWD,blue,gray,5,4,gasoline,12544.5,8.3,6.4,2.0,4.0,Other,2
2022,Jeep,Grand,1000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58699.0,12.7,9.6,2.4,6.0,V-Engine,1
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,white,gray,5,4,hybrid,82479.0,8.5,8.5,2.0,4.0,Inline,1
2018,Nissan,Rogue,113098.0,SUV,CVT,FWD,white,black,5,4,gasoline,19500.0,9.2,7.0,2.4,4.0,Inline,2
2019,Jeep,Cherokee,98232.0,SUV,Automatic,4X4,white,black,5,4,gasoline,26995.0,12.9,9.9,3.2,6.0,V-Engine,2
2021,Kia,Seltos,30728.0,SUV,Automatic,4X4,white,black,5,4,gasoline,29995.0,8.8,7.6,2.4,4.0,Inline,1
2020,Mitsubishi,Outlander,72570.0,SUV,CVT,4X4,black,black,5,4,gasoline,28888.0,9.9,8.1,2.4,4.0,Inline,2
2021,Porsche,718,6800.0,Convertible,Automatic,RWD,black,black,2,2,gasoline,167995.0,14.0,10.1,2.4,6.0,Inline,1
2023,BMW,M,90.0,SUV,Automatic,4X4,white,red,5,4,gasoline,81295.0,10.8,8.7,3.0,6.0,Inline,1
2019,Hyundai,Kona,65666.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,23390.0,9.0,8.0,2.4,4.0,Inline,1
2022,Porsche,Taycan,7405.0,Sedan,Automatic,4X4,black,black,5,4,electric,154900.0,0.0,8.7,0.0,0.0,Electric,1
2012,Acura,TSX,270000.0,Sedan,Manual,FWD,white,black,5,4,gasoline,500.0,9.9,6.8,2.4,4.0,Inline,3
2018,BMW,X2,63067.0,SUV,Automatic,4X4,white,black,5,4,gasoline,33480.0,11.0,7.7,2.4,4.0,Inline,1
2015,Acura,MDX,205000.0,SUV,Automatic,4X4,white,black,7,4,gasoline,8602.76875,10.8,8.7,2.4,6.0,Inline,3
2023,Kia,Seltos,16098.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,28999.0,8.2,7.1,2.0,4.0,Inline,1
2023,Jeep,Grand,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,83770.0,10.3,9.7,2.0,4.0,V-Engine,1
2001,Volkswagen,Jetta,129420.0,Sedan,Manual,4X4,silver,black,5,4,gasoline,3122.5,10.8,8.7,2.4,4.0,Inline,3
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,73075.0,11.5,9.9,2.4,4.0,Inline,1
2011,Nissan,Xterra,243229.0,SUV,Automatic,4X4,black,black,5,4,gasoline,1648.3875,14.1,10.3,4.0,4.0,Other,3
2019,Mazda,Mazda3,65647.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,24388.0,8.649999999999999,6.65,2.4,4.0,Inline,1
2021,Nissan,Rogue,55513.0,SUV,CVT,FWD,black,gray,5,4,gasoline,30494.0,8.9,7.0,2.4,4.0,Inline,1
2022,Audi,Q7,9359.0,SUV,Automatic,4X4,white,black,5,4,hybrid,74750.0,10.8,8.7,3.0,4.0,Other,1
2019,Chevrolet,Traverse,155001.0,SUV,Automatic,4X4,black,black,7,4,gasoline,24773.07,13.7,9.5,3.6,6.0,Inline,2
2018,Maserati,Levante,14378.0,SUV,Automatic,4X4,black,black,5,4,gasoline,74800.0,16.8,12.4,2.4,6.0,V-Engine,1
2022,Dodge,Durango,2950.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58999.0,16.7,10.9,5.7,8.0,V-Engine,1
2023,Jeep,WRANGLER,12.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,56944.0,10.8,8.7,3.6,6.0,V-Engine,1
2015,Chevrolet,Trax,140975.0,SUV,Automatic,FWD,red,black,5,4,gasoline,9189.8,9.2,7.0,1.4,4.0,V-Engine,3
2014,Dodge,Grand,165000.0,Van,Automatic,FWD,gray,black,7,4,gasoline,8345.75,10.8,8.7,2.4,6.0,V-Engine,3
2017,Chevrolet,Cruze,84000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,17995.0,7.9,5.9,2.4,4.0,Inline,1
2020,Kia,Forte,71000.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,18000.0,10.8,8.7,2.4,4.0,Inline,1
2018,Ford,Fusion,67498.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,19190.0,11.3,7.4,2.4,4.0,Inline,1
2017,Mercedes-Benz,C-Class,115351.0,Sedan,Automatic,4X4,black,red,5,4,gasoline,32830.0,10.8,8.7,2.4,6.0,Inline,3
